SoilNum                            CropName                           YEAR                               Month                              AmtKg                              Npct
()                                 ()                                 ()                                 ()                                 ()                                 ()
2                                  MaizeDodoma                        1991                               5                                  500                                0.6
2                                  MaizeDodoma                        1992                               5                                  600                                0.6
2                                  MaizeDodoma                        1993                               5                                  1300                               0.6
2                                  MaizeDodoma                        1994                               5                                  900                                0.6
2                                  MaizeDodoma                        1995                               5                                  1500                               0.6
2                                  MaizeDodoma                        1996                               5                                  400                                0.6
2                                  MaizeDodoma                        1997                               5                                  1500                               0.6
2                                  MaizeDodoma                        1998                               5                                  1200                               0.6
2                                  MaizeDodoma                        1999                               5                                  700                                0.6
2                                  MaizeDodoma                        2000                               5                                  1300                               0.6
2                                  MaizeDodoma                        2001                               5                                  1200                               0.6
2                                  MaizeDodoma                        2002                               5                                  500                                0.6
2                                  MaizeDodoma                        2003                               5                                  1200                               0.6
2                                  MaizeDodoma                        2004                               5                                  700                                0.6
2                                  MaizeDodoma                        2005                               5                                  1700                               0.6
2                                  MaizeDodoma                        2006                               5                                  1300                               0.6
2                                  MaizeDodoma                        2007                               5                                  700                                0.6
2                                  MaizeDodoma                        2008                               5                                  400                                0.6
2                                  MaizeDodoma                        2009                               5                                  1600                               0.6
2                                  MaizeDodoma                        2010                               5                                  800                                0.6
2                                  Groundnut                          1991                               4                                  700                                1.28
2                                  Groundnut                          1992                               4                                  840                                1.28
2                                  Groundnut                          1993                               4                                  1820                               1.28
2                                  Groundnut                          1994                               4                                  1260                               1.28
2                                  Groundnut                          1995                               4                                  2100                               1.28
2                                  Groundnut                          1996                               4                                  560                                1.28
2                                  Groundnut                          1997                               4                                  2100                               1.28
2                                  Groundnut                          1998                               4                                  1680                               1.28
2                                  Groundnut                          1999                               4                                  979.99999999999989                 1.28
2                                  Groundnut                          2000                               4                                  1820                               1.28
2                                  Groundnut                          2001                               4                                  1680                               1.28
2                                  Groundnut                          2002                               4                                  700                                1.28
2                                  Groundnut                          2003                               4                                  1680                               1.28
2                                  Groundnut                          2004                               4                                  979.99999999999989                 1.28
2                                  Groundnut                          2005                               4                                  2380                               1.28
2                                  Groundnut                          2006                               4                                  1820                               1.28
2                                  Groundnut                          2007                               4                                  979.99999999999989                 1.28
2                                  Groundnut                          2008                               4                                  560                                1.28
2                                  Groundnut                          2009                               4                                  2240                               1.28
2                                  Groundnut                          2010                               4                                  1120                               1.28
2                                  Sunflower                          1952                               5                                  400                                0.55000000000000004
2                                  Sunflower                          1953                               5                                  800                                0.55000000000000004
2                                  Sunflower                          1954                               5                                  800                                0.55000000000000004
2                                  Sunflower                          1955                               5                                  800                                0.55000000000000004
2                                  Sunflower                          1956                               5                                  800                                0.55000000000000004
2                                  Sunflower                          1957                               5                                  800                                0.55000000000000004
2                                  Sunflower                          1958                               5                                  800                                0.55000000000000004
2                                  Sunflower                          1959                               5                                  1500                               0.55000000000000004
2                                  Sunflower                          1960                               5                                  1500                               0.55000000000000004
2                                  Sunflower                          1961                               5                                  800                                0.55000000000000004
2                                  Sunflower                          1962                               5                                  800                                0.55000000000000004
2                                  Sunflower                          1963                               5                                  800                                0.55000000000000004
2                                  Sunflower                          1964                               5                                  800                                0.55000000000000004
2                                  Sunflower                          1965                               5                                  1500                               0.55000000000000004
2                                  Sunflower                          1966                               5                                  1500                               0.55000000000000004
2                                  Sunflower                          1967                               5                                  800                                0.55000000000000004
2                                  Sunflower                          1968                               5                                  1500                               0.55000000000000004
2                                  Sunflower                          1969                               5                                  800                                0.55000000000000004
2                                  Sunflower                          1970                               5                                  800                                0.55000000000000004
2                                  Sunflower                          1971                               5                                  800                                0.55000000000000004
2                                  Sunflower                          1972                               5                                  800                                0.55000000000000004
2                                  Sunflower                          1973                               5                                  800                                0.55000000000000004
2                                  Sunflower                          1974                               5                                  800                                0.55000000000000004
2                                  Sunflower                          1975                               5                                  800                                0.55000000000000004
2                                  Sunflower                          1976                               5                                  800                                0.55000000000000004
2                                  Sunflower                          1977                               5                                  0                                  0.55000000000000004
2                                  Sunflower                          1978                               5                                  400                                0.55000000000000004
2                                  Sunflower                          1979                               5                                  0                                  0.55000000000000004
2                                  Sunflower                          1980                               5                                  800                                0.55000000000000004
2                                  Sunflower                          1981                               5                                  1500                               0.55000000000000004
2                                  Sunflower                          1982                               5                                  1500                               0.55000000000000004
2                                  Sunflower                          1983                               5                                  1500                               0.55000000000000004
2                                  Sunflower                          1984                               5                                  1500                               0.55000000000000004
2                                  Sunflower                          1985                               5                                  800                                0.55000000000000004
2                                  Sunflower                          1986                               5                                  0                                  0.55000000000000004
2                                  Sunflower                          1987                               5                                  1500                               0.55000000000000004
2                                  Sunflower                          1988                               5                                  1500                               0.55000000000000004
2                                  Sunflower                          1989                               5                                  1500                               0.55000000000000004
2                                  Sunflower                          1990                               5                                  1500                               0.55000000000000004
2                                  Sunflower                          1991                               5                                  1500                               0.55000000000000004
2                                  Sunflower                          1992                               5                                  0                                  0.55000000000000004
2                                  Sunflower                          1993                               5                                  800                                0.55000000000000004
2                                  Sunflower                          1994                               5                                  1500                               0.55000000000000004
2                                  Sunflower                          1995                               5                                  1500                               0.55000000000000004
