SoilNum                             CropName                            YEAR                                Month                               AmtKg                               Npct
2                                   Native-farm                         2005                                2                                   523.6                               1.3
2                                   Native-farm                         2005                                3                                   442                                 1.1000000000000001
2                                   Native-farm                         2005                                4                                   333.2                               1
2                                   Native-farm                         2005                                5                                   190.4                               0.9
2                                   Native-farm                         2005                                6                                   170                                 0.8
2                                   Native-farm                         2005                                7                                   170                                 0.7
2                                   Native-farm                         2005                                8                                   170                                 0.6
2                                   Native-farm                         2005                                9                                   170                                 0.5
2                                   Native-farm                         2005                                10                                  170                                 0.5
2                                   Native-farm                         2005                                11                                  204                                 1
2                                   Native-farm                         2005                                12                                  693.6                               1.3
2                                   Native-farm                         2006                                1                                   478.40000000000003                  1.9
2                                   Native-farm                         2006                                2                                   400.40000000000003                  1.3
2                                   Native-farm                         2006                                3                                   338                                 1.1000000000000001
2                                   Native-farm                         2006                                4                                   254.8                               1
2                                   Native-farm                         2006                                5                                   145.6                               0.9
2                                   Native-farm                         2006                                6                                   130                                 0.8
2                                   Native-farm                         2006                                7                                   130                                 0.7
2                                   Native-farm                         2006                                8                                   130                                 0.6
2                                   Native-farm                         2006                                9                                   130                                 0.5
2                                   Native-farm                         2006                                10                                  130                                 0.5
2                                   Native-farm                         2006                                11                                  156                                 1
2                                   Native-farm                         2006                                12                                  530.4                               1.3
2                                   Native-farm                         2007                                1                                   257.59999999999997                  1.9
2                                   Native-farm                         2007                                2                                   215.6                               1.3
2                                   Native-farm                         2007                                3                                   182                                 1.1000000000000001
2                                   Native-farm                         2007                                4                                   137.19999999999999                  1
2                                   Native-farm                         2007                                5                                   78.399999999999991                  0.9
2                                   Native-farm                         2007                                6                                   70                                  0.8
2                                   Native-farm                         2007                                7                                   70                                  0.7
2                                   Native-farm                         2007                                8                                   70                                  0.6
2                                   Native-farm                         2007                                9                                   70                                  0.5
2                                   Native-farm                         2007                                10                                  70                                  0.5
2                                   Native-farm                         2007                                11                                  84                                  1
2                                   Native-farm                         2007                                12                                  285.59999999999997                  1.3
2                                   Native-farm                         2008                                1                                   147.20000000000002                  1.9
2                                   Native-farm                         2008                                2                                   123.2                               1.3
2                                   Native-farm                         2008                                3                                   104                                 1.1000000000000001
2                                   Native-farm                         2008                                4                                   78.400000000000006                  1
2                                   Native-farm                         2008                                5                                   44.800000000000004                  0.9
2                                   Native-farm                         2008                                6                                   40                                  0.8
2                                   Native-farm                         2008                                7                                   40                                  0.7
2                                   Native-farm                         2008                                8                                   40                                  0.6
2                                   Native-farm                         2008                                9                                   40                                  0.5
2                                   Native-farm                         2008                                10                                  40                                  0.5
2                                   Native-farm                         2008                                11                                  48                                  1
2                                   Native-farm                         2008                                12                                  163.20000000000002                  1.3
2                                   Native-farm                         2009                                1                                   588.80000000000007                  1.9
2                                   Native-farm                         2009                                2                                   492.8                               1.3
2                                   Native-farm                         2009                                3                                   416                                 1.1000000000000001
2                                   Native-farm                         2009                                4                                   313.60000000000002                  1
2                                   Native-farm                         2009                                5                                   179.20000000000002                  0.9
2                                   Native-farm                         2009                                6                                   160                                 0.8
2                                   Native-farm                         2009                                7                                   160                                 0.7
2                                   Native-farm                         2009                                8                                   160                                 0.6
2                                   Native-farm                         2009                                9                                   160                                 0.5
2                                   Native-farm                         2009                                10                                  160                                 0.5
2                                   Native-farm                         2009                                11                                  192                                 1
2                                   Native-farm                         2009                                12                                  652.80000000000007                  1.3
2                                   Native-farm                         2010                                1                                   294.40000000000003                  1.9
2                                   Native-farm                         2010                                2                                   246.4                               1.3
2                                   Native-farm                         2010                                3                                   208                                 1.1000000000000001
2                                   Native-farm                         2010                                4                                   156.80000000000001                  1
2                                   Native-farm                         2010                                5                                   89.600000000000009                  0.9
2                                   Native-farm                         2010                                6                                   80                                  0.8
2                                   Native-farm                         2010                                7                                   80                                  0.7
2                                   Native-farm                         2010                                8                                   80                                  0.6
2                                   Native-farm                         2010                                9                                   80                                  0.5
2                                   Native-farm                         2010                                10                                  80                                  0.5
2                                   Native-farm                         2010                                11                                  96                                  1
2                                   Native-farm                         2010                                12                                  326.40000000000003                  1.3
